case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f00_k3_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00_k3_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k3_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f00_k3_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f00_k3_tree_group.aig,1,1,3581,19,68039,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k3_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f00_k4_onehot_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00_k4_onehot_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k4_onehot_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f00_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f00_k4_onehot_group.aig,1,1,3499,18,62982,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k4_onehot_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f00_k4_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00_k4_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k4_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f00_k4_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f00_k4_tree_group.aig,1,1,3492,19,66348,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k4_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f00_k5_onehot_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00_k5_onehot_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k5_onehot_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f00_k5_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f00_k5_onehot_group.aig,1,1,3382,17,57494,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k5_onehot_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f00_k5_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00_k5_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k5_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f00_k5_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f00_k5_tree_group.aig,1,1,3549,19,67431,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k5_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k3_onehot_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k3_onehot_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k3_onehot_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k3_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k3_onehot_group.aig,1,1,3574,19,67906,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k3_onehot_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k3_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k3_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k3_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k3_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k3_tree_group.aig,1,1,3608,20,72160,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k3_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k4_onehot_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k4_onehot_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k4_onehot_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k4_onehot_group.aig,1,1,3499,18,62982,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k4_onehot_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k4_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k4_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k4_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k4_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k4_tree_group.aig,1,1,3548,19,67412,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k4_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k5_onehot_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k5_onehot_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k5_onehot_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k5_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k5_onehot_group.aig,1,1,3382,17,57494,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k5_onehot_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symcof_sym_first_f10_k5_tree_group,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10_k5_tree_group,multi_pair_symmetry_cofactor_classonehot,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k5_tree_group,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_sym_first_f10_k5_tree_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symcof_sym_first_f10_k5_tree_group.aig,1,1,3495,19,66405,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k5_tree_group.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_interleave_f00,hamming_weight_preserving_lossy_routing_normalizer,interleave_f00,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_interleave_f00.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_interleave_f00.aig,1,1,1042,17,17714,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_interleave_f00.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_interleave_f10,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_interleave_f10.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_interleave_f10.aig,1,1,1040,17,17680,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_interleave_f10.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_natural_f00,hamming_weight_preserving_lossy_routing_normalizer,natural_f00,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|natural_f00,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_natural_f00.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_natural_f00.aig,1,1,3231,18,58158,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_natural_f00.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_natural_f10,hamming_weight_preserving_lossy_routing_normalizer,natural_f10,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|natural_f10,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_natural_f10.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_natural_f10.aig,1,1,3464,18,62352,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_natural_f10.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_reverse_f00,hamming_weight_preserving_lossy_routing_normalizer,reverse_f00,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|reverse_f00,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_reverse_f00.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_reverse_f00.aig,1,1,2541,18,45738,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_reverse_f00.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_reverse_f10,hamming_weight_preserving_lossy_routing_normalizer,reverse_f10,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|reverse_f10,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_reverse_f10.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_reverse_f10.aig,1,1,2643,18,47574,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_reverse_f10.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_sym_first_f00,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f00,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_sym_first_f00.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_sym_first_f00.aig,1,1,3571,20,71420,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_sym_first_f00.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_unknown_symbdd_sym_first_f10,hamming_weight_preserving_lossy_routing_normalizer,sym_first_f10,multi_pair_symmetry_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symbdd_sym_first_f10.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_unknown_symbdd_sym_first_f10.aig,1,1,3601,19,68419,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_sym_first_f10.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_no_internal_abc,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_no_internal_abc,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|no_internal_abc_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_no_internal_abc.aig,1,1,1219,22,26818,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_no_internal_abc.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_aig,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_aig.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_extra_opt_share,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_extra_opt_share,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|extra_opt_share_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_extra_opt_share.aig,1,1,819,17,13923,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_extra_opt_share.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_synth_preset,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|synth_preset_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_synth_preset.aig,1,1,775,17,13175,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_aig_d14,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_aig_d14,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d14_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_aig_d14.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d14.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_aig_d15,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_aig_d15,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d15_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_aig_d15.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d15.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_aig_d16,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_aig_d16,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d16_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_aig_d16.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d16.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_aig_d17,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_aig_d17,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d17_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_aig_d17.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d17.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_decision_tree_current_abc_g_gates,hamming_weight_preserving_lossy_routing_normalizer,current_best_decision_tree_source_abc_g_gates,decision_tree_source_flow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_gates_official_evaluate|exact_truth_preserving_source|full_word,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_decision_tree_current_abc_g_gates.aig,1,1,807,17,13719,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_gates.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_no_internal_abc,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_no_internal_abc,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|no_internal_abc_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_no_internal_abc.aig,1,1,1316,31,40796,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_no_internal_abc.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r25,ex285_r25_multipair_f10_k4_onehot_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,interleave_f10_k4_onehot_group_abc_g_aig,multi_pair_symmetry_cofactor_synthflow_probe,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_synthflow_probe|interleave_f10_k4_onehot_group|abc_g_aig_official_evaluate|exact_truth_preserving_source|full_word,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/verilog/ex285_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/aigs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig.aig,1,1,1042,14,14588,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_multipair_f10_k4_onehot_abc_g_aig.evaluate.py.log,official evaluate.py OK
