case,output_aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,beats_reference,candidate_id,source_domain,source_run_id,source_run_path,source_csv,source_aig_path,source_kind,output_sha256,copied_at,notes
ex277,output/ex277.aig,167,11,1837,1980,0.927778,1,ex277_r007_v3_ga_v3_ga_sequence_pex277_r003_v3_ga_v3_ga_s_a167_d11_adp1837_e9d295a4,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex277/artifacts/ex277_r007_v3_ga_v3_ga_sequence_pex277_r003_v3_ga_v3_ga_s_a167_d11_adp1837_e9d295a4.aig,run,e9d295a48a80748f8389bffca5d1d36be2fca00cf957f47400c77be08d98da98,2026-06-15 12:11:46 +0800,
ex278,output/ex278.aig,418,13,5434,5198,1.045402,0,ex278_r001_v3_ga_v3_ga_sequence_pex278_r000_v3_ga_v3_ga_s_a418_d13_adp5434_204b0e4d,integer,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02,near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02,student/runs/integer/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_integer_iter02/ex278/artifacts/ex278_r001_v3_ga_v3_ga_sequence_pex278_r000_v3_ga_v3_ga_s_a418_d13_adp5434_204b0e4d.aig,run,204b0e4da3b7621484b60cc17ca993ef6397f87a7fa208a65597cdc406ce13af,2026-06-15 12:11:46 +0800,
ex279,output/ex279.aig,297,34,10098,10952,0.922023,1,ex279_r006_v3_ga_v3_ga_sequence_pex279_r005_v3_ga_v3_ga_s_a297_d34_adp10098_d7f5282a,integer,newseeds_integer_v3a_20260614_1952,newseeds_integer_v3a_20260614_1952,student/runs/integer/newseeds_integer_v3a_20260614_1952/results/best.csv,student/work/newseeds_integer_v3a_20260614_1952/ex279/artifacts/ex279_r006_v3_ga_v3_ga_sequence_pex279_r005_v3_ga_v3_ga_s_a297_d34_adp10098_d7f5282a.aig,run,d7f5282a438e0c5436168a45cefcf18a2a67f5429053334481094cb1210f21ef,2026-06-15 12:11:46 +0800,
ex280,output/ex280.aig,109,22,2398,2415,0.992961,1,ex280_r010_v3_ga_v3_ga_sequence_pex280_r008_v3_ga_v3_ga_s_a109_d22_adp2398_0059a576,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex280/artifacts/ex280_r010_v3_ga_v3_ga_sequence_pex280_r008_v3_ga_v3_ga_s_a109_d22_adp2398_0059a576.aig,run,0059a576d41946f06690d31d67f2588c90cd2423420f44e49bf8112f2f782007,2026-06-15 12:11:46 +0800,
ex281,output/ex281.aig,126,24,3024,2336,1.294521,0,ex281_r005_v3_ga_v3_ga_sequence_pex281_r001_v3_ga_v3_ga_s_a126_d24_adp3024_0a80bca9,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex281/artifacts/ex281_r005_v3_ga_v3_ga_sequence_pex281_r001_v3_ga_v3_ga_s_a126_d24_adp3024_0a80bca9.aig,run,0a80bca971979b2da3caadd3fc6f91b44de4cdec243608272d7efa524f77efb5,2026-06-15 12:11:46 +0800,
ex282,output/ex282.aig,129,26,3354,2704,1.240385,0,ex282_r010_v3_ga_v3_ga_sequence_pex282_r009_v3_ga_v3_ga_s_a129_d26_adp3354_1c7aba28,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex282/artifacts/ex282_r010_v3_ga_v3_ga_sequence_pex282_r009_v3_ga_v3_ga_s_a129_d26_adp3354_1c7aba28.aig,run,1c7aba2864dadf4043c2400dcdee111b9c1f03e919fd412476fd8dbccd1b8adc,2026-06-15 12:11:46 +0800,
ex283,output/ex283.aig,187,20,3740,3168,1.180556,0,ex283_r005_v3_ga_v3_ga_sequence_pex283_r003_v3_ga_v3_ga_s_a187_d20_adp3740_471d1434,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex283/artifacts/ex283_r005_v3_ga_v3_ga_sequence_pex283_r003_v3_ga_v3_ga_s_a187_d20_adp3740_471d1434.aig,run,471d1434f1eccebc76a23b8a242c34c3a72b8aa5ef011396c379825b2b19075a,2026-06-15 12:11:46 +0800,
ex284,output/ex284.aig,177,23,4071,4240,0.960142,1,ex284_r000_v3_ga_v3_ga_sequence_pex284_r000_seed_seed_pex_a177_d23_adp4071_77f7e825,unknown,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter03,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter03,student/runs/unknown/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter03/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter03/ex284/artifacts/ex284_r000_v3_ga_v3_ga_sequence_pex284_r000_seed_seed_pex_a177_d23_adp4071_77f7e825.aig,run,77f7e825f03faad199ad85b11e434a24300f6294cee1cefa8b23e137aee6be7e,2026-06-15 12:11:46 +0800,
ex285,output/ex285.aig,465,12,5580,5499,1.014730,0,ex285_r000_v3_ga_v3_ga_sequence_pex285_r000_seed_seed_pex_a465_d12_adp5580_f02c323b,unknown,near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03,near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03,student/runs/unknown/near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03/ex285/artifacts/ex285_r000_v3_ga_v3_ga_sequence_pex285_r000_seed_seed_pex_a465_d12_adp5580_f02c323b.aig,run,f02c323b0cc5aa88d1d69c139c17e951480ba33b5f5ebc7617331dd1243626ea,2026-06-15 12:11:46 +0800,
ex286,output/ex286.aig,1087,13,14131,2376,5.947391,0,ex286_r009_v3_ga_v3_ga_sequence_pex286_r008_v3_ga_v3_ga_s_a1087_d13_adp14131_5cdfcd81,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex286/artifacts/ex286_r009_v3_ga_v3_ga_sequence_pex286_r008_v3_ga_v3_ga_s_a1087_d13_adp14131_5cdfcd81.aig,run,5cdfcd819f6d9589693baf2f031ac2fa1cd2023f804ac10c7f01cfa5fd7bd3ba,2026-06-15 12:11:46 +0800,
ex287,output/ex287.aig,235,12,2820,5782,0.487721,1,ex287_r007_v3_ga_v3_ga_sequence_pex287_r006_v3_ga_v3_ga_s_a235_d12_adp2820_d29fa56c,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex287/artifacts/ex287_r007_v3_ga_v3_ga_sequence_pex287_r006_v3_ga_v3_ga_s_a235_d12_adp2820_d29fa56c.aig,run,d29fa56c1ef42a4c3cffc1b89649c0f961a55009753cb975d33ff11e5a885116,2026-06-15 12:11:46 +0800,
ex288,output/ex288.aig,1049,16,16784,16394,1.023789,0,ex288_r001_v3_ga_v3_ga_sequence_pex288_r000_seed_seed_pex_a1049_d16_adp16784_1c47fad9,unknown,near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03,near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03,student/runs/unknown/near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03/results/best.csv,student/work/near_ref_focused_20260615_1016_near_ref_heavy_unknown_iter03/ex288/artifacts/ex288_r001_v3_ga_v3_ga_sequence_pex288_r000_seed_seed_pex_a1049_d16_adp16784_1c47fad9.aig,run,1c47fad9339e65494e6f6d5e7c652c5da39ca33e89e992deb59f191cd742d5d2,2026-06-15 12:11:46 +0800,
ex289,output/ex289.aig,753,17,12801,13620,0.939868,1,ex289_r007_v3_ga_v3_ga_sequence_pex289_r006_v3_ga_v3_ga_s_a753_d17_adp12801_a318bb3b,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex289/artifacts/ex289_r007_v3_ga_v3_ga_sequence_pex289_r006_v3_ga_v3_ga_s_a753_d17_adp12801_a318bb3b.aig,run,a318bb3baa90440d725b02d62d8280ea24b4d9fcc0f78ef288e6632ede2902c1,2026-06-15 12:11:46 +0800,
ex290,output/ex290.aig,3747,12,44964,42328,1.062276,0,ex290_r000_v3_ga_v3_ga_sequence_pex290_r000_seed_seed_pex_a3747_d12_adp44964_ea2d42b3,unknown,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,student/runs/unknown/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/ex290/artifacts/ex290_r000_v3_ga_v3_ga_sequence_pex290_r000_seed_seed_pex_a3747_d12_adp44964_ea2d42b3.aig,run,ea2d42b3f460fc80ff09460c8bf5a6f9f9a5d858641f1f9571f39de47fc588a8,2026-06-15 12:11:46 +0800,
ex291,output/ex291.aig,5037,13,65481,66850,0.979521,1,ex291_r011_v3_ga_v3_ga_sequence_pex291_r010_v3_ga_v3_ga_s_a5037_d13_adp65481_5d9c6b62,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex291/artifacts/ex291_r011_v3_ga_v3_ga_sequence_pex291_r010_v3_ga_v3_ga_s_a5037_d13_adp65481_5d9c6b62.aig,run,5d9c6b62fe7502470cf978c890912c3d49f64d21dea751671da5d4af34c5b871,2026-06-15 12:11:46 +0800,
ex292,output/ex292.aig,6166,15,92490,84854,1.089990,0,ex292_r000_v3_ga_v3_ga_sequence_pex292_r000_seed_seed_pex_a6166_d15_adp92490_d224604e,unknown,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,student/runs/unknown/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/ex292/artifacts/ex292_r000_v3_ga_v3_ga_sequence_pex292_r000_seed_seed_pex_a6166_d15_adp92490_d224604e.aig,run,d224604ee609cc8fd7092ee65aa0e0dba44bd61f8e95faecf5d5fc79f45c26ba,2026-06-15 12:11:46 +0800,
ex293,output/ex293.aig,7498,13,97474,112966,0.862861,1,ex293_r010_v3_ga_v3_ga_sequence_pex293_r009_v3_ga_v3_ga_s_a7498_d13_adp97474_62258a1c,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex293/artifacts/ex293_r010_v3_ga_v3_ga_sequence_pex293_r009_v3_ga_v3_ga_s_a7498_d13_adp97474_62258a1c.aig,run,62258a1cc7f2e853fd4c5c44efdbc1c709f5f493bda231e7c24a14c49841d7fa,2026-06-15 12:11:46 +0800,
ex294,output/ex294.aig,9820,15,147300,133365,1.104488,0,ex294_r010_v3_ga_v3_ga_sequence_pex294_r009_v3_ga_v3_ga_s_a9820_d15_adp147300_ec0f1c19,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex294/artifacts/ex294_r010_v3_ga_v3_ga_sequence_pex294_r009_v3_ga_v3_ga_s_a9820_d15_adp147300_ec0f1c19.aig,run,ec0f1c19971504b10d23195fd70ba5c9f1e0fda230ee2f434bd4ca54aa67a268,2026-06-15 12:11:46 +0800,
ex295,output/ex295.aig,6950,13,90350,68064,1.327427,0,ex295_r011_v3_ga_v3_ga_sequence_pex295_r010_v3_ga_v3_ga_s_a6950_d13_adp90350_add36e19,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex295/artifacts/ex295_r011_v3_ga_v3_ga_sequence_pex295_r010_v3_ga_v3_ga_s_a6950_d13_adp90350_add36e19.aig,run,add36e192c6fa890081f057383265c3a289098503608b1b80cb88b3b29099e51,2026-06-15 12:11:46 +0800,
ex296,output/ex296.aig,7478,15,112170,104025,1.078298,0,ex296_r003_v3_ga_v3_ga_sequence_pex296_r002_v3_ga_v3_ga_s_a7478_d15_adp112170_026b7e4e,unknown,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04,student/runs/unknown/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter04/ex296/artifacts/ex296_r003_v3_ga_v3_ga_sequence_pex296_r002_v3_ga_v3_ga_s_a7478_d15_adp112170_026b7e4e.aig,run,026b7e4ea3f5ff9b76971b02daaca3ad998f6e41a35eb16966339e54197ff90c,2026-06-15 12:11:46 +0800,
ex297,output/ex297.aig,24900,16,398400,225900,1.763612,0,ex297_r011_v3_ga_v3_ga_sequence_pex297_r010_v3_ga_v3_ga_s_a24900_d16_adp398400_1c5a02bc,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex297/artifacts/ex297_r011_v3_ga_v3_ga_sequence_pex297_r010_v3_ga_v3_ga_s_a24900_d16_adp398400_1c5a02bc.aig,run,1c5a02bcd7d3f3bb15a13745aaf266461141e177b6245bfdc0cffab8048ddb56,2026-06-15 12:11:46 +0800,
ex298,output/ex298.aig,24450,19,464550,442296,1.050315,0,ex298_r000_seed_seed_pextra01_a24450_d19_adp464550_5cce7a0e,unknown,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter01,near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter01,student/runs/unknown/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter01/results/best.csv,student/work/near_ref_heavy_parallel_20260615_0650_near_ref_heavy_unknown_iter01/ex298/seeds/ex298_r000_seed_seed_pextra01_a24450_d19_adp464550_5cce7a0e.aig,run,5cce7a0e812fda9f4f7259e680fc30fb5136a2c233ce8f2623483d22a1a6a4f5,2026-06-15 12:11:46 +0800,targeted_rescue_baseline_best
ex299,output/ex299.aig,91123,18,1640214,1013807,1.617876,0,ex299_r005_v3_ga_v3_ga_sequence_pex299_r004_v3_ga_v3_ga_s_a91123_d18_adp1640214_84725888,unknown,newseeds_unknown_v3a_20260615_0206,newseeds_unknown_v3a_20260615_0206,student/runs/unknown/newseeds_unknown_v3a_20260615_0206/results/best.csv,student/work/newseeds_unknown_v3a_20260615_0206/ex299/artifacts/ex299_r005_v3_ga_v3_ga_sequence_pex299_r004_v3_ga_v3_ga_s_a91123_d18_adp1640214_84725888.aig,run,84725888a8b6778b508384e413f3ead8aa5283d493ba7b837d182fdda6b7736e,2026-06-15 12:11:46 +0800,
