case,agent_id,candidate_id,method_signature,drop_reason,equivalent,adp,verilog_path,aig_path,evaluate_log,notes
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_default_recheck,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_default_recheck|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_default_recheck.aig,,current project Yosys script sanity recheck
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_late_flatten,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_late_flatten|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,75871,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_late_flatten.aig,,move flatten after techmap
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_extra_opt_share,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_extra_opt_share|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,76041,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_extra_opt_share.aig,,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex205,bf16-agent,ex205_hilo3_word_mode_abc_g_gates,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_gates|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,76313,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_hilo3_word_mode_abc_g_gates.aig,,Yosys abc gate set gates
ex205,bf16-agent,ex205_bf16_log10_hilo3_word_mode,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_default_abc_and|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,76415,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_bf16_log10_hilo3_word_mode.aig,,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=7626
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_cmos2,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_cmos2|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,78795,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_cmos2.aig,,Yosys abc gate set cmos2
ex205,bf16-agent,ex205_log10_exp_runs_mant_sep_m3_abc_g_aig,ex205|bf16_log10_field_decode|shared_special_case_shell|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|full word output grouped by sign_exp/mant,invalid_or_incomplete,1,80988,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_runs_mant_sep_m3_abc_g_aig.aig,,Yosys abc gate set aig
ex205,bf16-agent,ex205_log10_exp_runs_mant_sep_m3_abc_g_gates,ex205|bf16_log10_field_decode|shared_special_case_shell|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_gates|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|full word output grouped by sign_exp/mant,invalid_or_incomplete,1,80988,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_runs_mant_sep_m3_abc_g_gates.aig,,Yosys abc gate set gates
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_and_mux,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_and_mux|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,81792,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_and_mux.aig,,"Yosys abc gate set AND,MUX"
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_simple,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_simple|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,82422,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_g_simple.aig,,Yosys abc gate set simple
ex205,bf16-agent,ex205_log10_exp_runs_mant_sep_m3_synth_preset,ex205|bf16_log10_field_decode|shared_special_case_shell|shared sign/exponent/mantissa field decode plus sign predicate|yosys_synth_preset|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|full word output grouped by sign_exp/mant,invalid_or_incomplete,1,82980,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_runs_mant_sep_m3_synth_preset.aig,,Yosys synth preset with flatten
ex205,bf16-agent,ex205_bf16_log10_log10_exp_runs_mant_sep_m3,ex205|bf16_log10_field_decode|shared_special_case_shell|shared sign/exponent/mantissa field decode plus sign predicate|yosys_default_abc_and|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|full word output grouped by sign_exp/mant,invalid_or_incomplete,1,85806,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.aig,,log10 positive exp range runs plus mant sep mhi=3 exp_items=194 items=7826
ex205,bf16-agent,ex205_log10_exp_base_delta_hilo3_synth_preset,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_synth_preset|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,89480,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_base_delta_hilo3_synth_preset.aig,,Yosys synth preset with flatten
ex205,bf16-agent,ex205_log10_exp_base_delta_hilo3_abc_g_aig,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_aig|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,90920,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_base_delta_hilo3_abc_g_aig.aig,,Yosys abc gate set aig
ex205,bf16-agent,ex205_log10_exp_base_delta_hilo3_abc_g_gates,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_g_gates|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,95508,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_log10_exp_base_delta_hilo3_abc_g_gates.aig,,Yosys abc gate set gates
ex205,bf16-agent,ex205_bf16_log10_log10_exp_base_delta_hilo3,ex205|bf16_log10_field_decode|mantissa_hilo_grouped_lut|shared sign/exponent/mantissa field decode plus sign predicate|yosys_default_abc_and|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|mantissa hi/lo grouped word outputs,invalid_or_incomplete,1,104627,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_bf16_log10_log10_exp_base_delta_hilo3.aig,,log10 positive exponent base xor mantissa delta_mode=hilo3 items=7880
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_fast,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_abc_fast|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,165484,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_abc_fast.aig,,Yosys abc fast script
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_no_internal_abc,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_no_internal_abc|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,176019,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_no_internal_abc.aig,,skip Yosys internal abc pass
ex205,bf16-agent,ex205_sep_fields_e3_m3_s0_bits_15_bh1_synth_preset_noabc,ex205|bf16_log10_field_decode|current_frontend_seed_copy|shared sign/exponent/mantissa field decode plus sign predicate|yosys_synth_preset_noabc|DAZ+log10+BF16_RNE+FTZ+canonical_NaN|grouped word output with selected-bit overrides,invalid_or_incomplete,1,182352,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent/ex205/aigs/ex205_sep_fields_e3_m3_s0_bits_15_bh1_synth_preset_noabc.aig,,Yosys synth preset without abc
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,22360,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,23037,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,23436,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,23877,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,23751,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,24087,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex289,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,duplicate_method_signature_worse,1,23793,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/verilog/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor.evaluate.log,unknown duality-wrapped symmetry cofactor seed
ex280,unknown-a-agent,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,duplicate_method_signature_worse,1,7134,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,unknown mux-coordinate ANF Verilog seed
ex281,unknown-a-agent,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,duplicate_method_signature_worse,1,9345,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,unknown mux-coordinate ANF Verilog seed
ex282,unknown-a-agent,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,duplicate_method_signature_worse,1,10164,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,unknown mux-coordinate ANF Verilog seed
ex283,unknown-a-agent,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,duplicate_method_signature_worse,1,12456,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/verilog/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,unknown mux-coordinate ANF Verilog seed
ex284,unknown-a-agent,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,duplicate_method_signature_worse,1,14430,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,unknown mux-coordinate ANF Verilog seed
ex280,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,duplicate_method_signature_worse,1,5301,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,unknown quadratic shared-compressor Verilog seed
ex280,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,duplicate_method_signature_worse,1,7018,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,unknown quadratic shared-compressor Verilog seed
ex281,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,duplicate_method_signature_worse,1,6460,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/verilog/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,unknown quadratic shared-compressor Verilog seed
